Path;Label;Group
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/324_4_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/327_2_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/323_4_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/324_3_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/326_2_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/323_3_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/325_3_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/327_4_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/324_1_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/323_2_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/322_4_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/323_1_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/330_4_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/328_4_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/328_3_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/327_1_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/325_1_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/322_1_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/322_2_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/325_4_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/322_3_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/330_2_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/326_3_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/324_2_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/330_1_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/326_1_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/330_3_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/328_2_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/326_4_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/322-330/328_1_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/227_2_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/227_1_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/226_3_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/234_4_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/235_1_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/233_3_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/233_1_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/232_4_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/235_2_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/227_4_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/234_2_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/228_2_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/232_2_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/226_4_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/227_3_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/235_4_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/235_3_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/230_2_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/233_4_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/234_1_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/228_3_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/234_3_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/228_1_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/232_1_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/232_3_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/230_4_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/230_1_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/226_2_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/228_4_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/226_1_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/233_2_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/226-235/230_3_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8118_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8112_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8113_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8119_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8115_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8115_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8117_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8116_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8114_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8112_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8119_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8115_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8119_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8113_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8113_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8111_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8119_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8120_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8120_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8114_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8117_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8114_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8113_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8117_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8116_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8111_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8112_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8117_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8111_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8114_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8116_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8120_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8120_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8112_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8116_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8118_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8118_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8111_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8115_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8111-20/8118_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8090_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8088_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8087_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8090_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8082_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8089_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8085_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8088_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8085_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8090_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8087_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8087_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8086_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8087_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8089_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8081_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8086_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8082_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8084_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8088_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8084_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8089_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8081_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8081_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8089_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8084_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8085_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8085_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8082_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8082_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8086_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8081_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8084_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8088_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8090_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8081-90/8086_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/288-290/289_2_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/288-290/289_1_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/288-290/288_2_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/288-290/290_2_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/288-290/290_1_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/288-290/288_3_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/288-290/288_4_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/288-290/290_3_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/288-290/289_3_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/288-290/289_4_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/288-290/288_1_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/288-290/290_4_{II-20}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8101_1_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8101_4_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8102_3_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8104_2_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8102_4_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8104_3_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8104_1_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8101_2_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8103_2_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8105_1_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8103_3_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8103_4_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8106_4_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8101_3_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8106_2_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8102_1_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8106_3_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8105_2_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8103_1_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8106_1_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8104_4_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8105_4_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8105_3_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/8101-06/8102_2_{X-19}.jpg;1;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7965_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7964_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7967_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7963_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7961_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7962_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7968_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7961_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7967_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7968_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7966_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7965_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7963_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7961_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7961_4_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7964_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7962_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7967_1_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7965_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7964_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7963_2_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7963_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7967_3_{X-19}.jpg;0;train
/data/cv_project/spikedroid/ploid_classification/Диплоиды/T. monococcum/pin/7961-68/7966_3_{X-19}.jpg;0;train
